CERCID,RESEARCHER,SITE,SEX,AGE,CHILDREN,FORMALED,MAT1,SEC1,MAT1C,MCONF,OMNI.BG,DIEPUN,MBG,BGPERFHO,OMNI.LG,LGDIEPUN,MLG,LGPERFHO
CERC42,Atkinson,Coastal Tanna,1,28,3,6,0,1,1,1,1,1,2.67,3,0.5,0.5,2,2
CERC43,Atkinson,Coastal Tanna,1,61,5,10,0,1,1,1,1,0.5,2.67,3,0.5,0.5,2.67,NA
CERC44,Atkinson,Coastal Tanna,1,20,0,14,0,1,1,1,1,0.5,4,3,0.5,0.5,2.67,NA
CERC7,Atkinson,Coastal Tanna,0,29,2,12,0,1,1,1,1,1,3,4,NA,NA,NA,NA
CERC8,Atkinson,Coastal Tanna,0,39,3,10,0,1,1,1,1,1,4,4,NA,NA,NA,NA
CERC118,Atkinson,Inland Tanna,0,35,6,0,0,1,1,1,1,1,0,4,1,0.5,0,4
CERC119,Atkinson,Inland Tanna,0,67,9,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC120,Atkinson,Inland Tanna,0,32,3,0,0,1,1,1,1,0.5,2,4,1,0.5,1.33,4
CERC121,Atkinson,Inland Tanna,0,19,0,0,0,1,1,1,1,0.5,2.33,4,1,0.5,3,3
CERC122,Atkinson,Inland Tanna,0,21,0,0,0,1,1,1,1,0,1.33,3,0,0,2,4
CERC123,Atkinson,Inland Tanna,0,26,2,0,0,1,1,1,1,1,2,NA,0,0.5,1.67,4
CERC125,Atkinson,Inland Tanna,0,23,0,0,0,1,1,1,1,0.5,2.67,2,1,0.5,2,4
CERC129,Atkinson,Inland Tanna,0,70,7,0,0,1,1,1,1,1,4,NA,1,0.5,3,3
CERC135,Atkinson,Inland Tanna,0,40,5,0,0,1,1,1,1,NA,4,NA,NA,1,4,0
CERC138,Atkinson,Inland Tanna,0,18,0,0,0,1,1,1,0,0.5,4,NA,0,0.5,4,NA
CERC139,Atkinson,Inland Tanna,0,24,1,0,0,1,1,1,1,0.5,3,4,1,0.5,0,4
CERC140,Atkinson,Inland Tanna,0,21,0,4,0,1,1,1,1,0.5,2.67,4,1,0.5,1.67,4
CERC141,Atkinson,Inland Tanna,0,28,0,0,0,1,1,1,1,0.5,2.67,4,1,0.5,2.67,1
CERC143,Atkinson,Inland Tanna,0,20,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC145,Atkinson,Inland Tanna,0,20,0,0,0,1,1,1,1,0,4,NA,0,0.5,4,NA
CERC147,Atkinson,Inland Tanna,0,51,7,0,0,1,1,1,1,1,0.67,NA,0,0.5,0,2
CERC150,Atkinson,Inland Tanna,0,23,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA
CERC151,Atkinson,Inland Tanna,1,64,7,0,0,1,1,1,1,0.5,0,4,0.5,0,0,1
CERC153,Atkinson,Inland Tanna,1,65,8,0,0,1,1,1,1,1,3.33,2,0.5,1,4,1
CERC154,Atkinson,Inland Tanna,1,50,9,0,0,1,1,1,1,0.5,1.33,4,1,0.5,1,4
CERC155,Atkinson,Inland Tanna,1,45,6,0,0,1,1,1,1,1,4,4,1,1,4,2
CERC158,Atkinson,Inland Tanna,1,25,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC160,Atkinson,Inland Tanna,1,40,5,0,0,1,1,1,1,1,4,4,1,1,4,4
CERC161,Atkinson,Inland Tanna,1,38,4,0,0,1,1,1,NA,NA,NA,NA,0,0,0,2
CERC163,Atkinson,Inland Tanna,1,33,3,0,0,1,1,1,0,0,0,4,0,0,0,NA
CERC168,Atkinson,Inland Tanna,1,27,1,0,0,1,1,1,1,1,4,4,1,1,4,NA
CERC170,Atkinson,Inland Tanna,1,19,0,0,0,1,1,1,1,0.5,3.33,4,1,0.5,3.33,4
CERC172,Atkinson,Inland Tanna,1,60,5,0,0,1,1,1,NA,NA,1,NA,0.5,0.5,2.67,1
CERC173,Atkinson,Inland Tanna,1,58,5,0,0,1,1,1,1,1,4,4,1,1,3.33,4
CERC174,Atkinson,Inland Tanna,1,25,0,0,0,1,1,1,1,1,3.33,4,1,1,4,4
CERC176,Atkinson,Inland Tanna,1,55,0,0,0,1,1,1,1,1,4,4,1,0.5,4,4
CERC179,Atkinson,Inland Tanna,1,20,0,0,0,1,1,1,1,1,4,4,1,1,4,4
CERC180,Atkinson,Inland Tanna,1,26,0,5,0,1,1,1,1,NA,NA,NA,0.5,0.5,3,1
CERC183,Atkinson,Inland Tanna,1,21,1,1,0,1,1,1,1,1,2.67,4,1,1,4,4
CERC187,Atkinson,Inland Tanna,1,47,8,0,0,1,1,1,1,1,2.67,4,1,1,4,1
CERC188,Atkinson,Inland Tanna,1,30,0,0,0,1,1,1,1,0.5,4,NA,1,1,2,NA
CERC377,Cohen,Marajo,1,19,0,NA,0,1,1,1,1,1,2.33,3,0,0,NA,NA
CERC400,Cohen,Marajo,0,28,2,7,0,1,1,1,1,0,2.67,2,1,0,2.67,3
CERC548,McNamara,Yasawa,0,42,7,8,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC553,McNamara,Yasawa,0,49,4,9,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC568,McNamara,Yasawa,1,NA,NA,NA,0,1,1,1,1,0.5,3.33,0,0,0.5,0.67,0
CERC575,McNamara,Yasawa,0,21,0,11,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC581,McNamara,Yasawa,0,43,0,11,0,1,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC436,Purzycki,Tyva Republic,1,20,0,13,0,1,1,1,0,0.5,2.67,2,0.5,0.5,1.33,1
CERC441,Purzycki,Tyva Republic,0,53,5,14,0,1,1,1,1,1,3.67,4,1,1,3,NA
CERC445,Purzycki,Tyva Republic,1,27,2,16,0,1,1,1,0,1,0,1,0,0,0,NA
CERC452,Purzycki,Tyva Republic,0,22,2,15,0,1,1,1,1,1,3,NA,1,1,2.67,NA
CERC457,Purzycki,Tyva Republic,1,27,1,13,0,1,1,1,1,1,3,2,1,1,3.33,3
CERC458,Purzycki,Tyva Republic,0,51,2,15,0,1,1,1,1,1,4,3,0,0.5,4,4
CERC459,Purzycki,Tyva Republic,0,22,1,15,0,1,1,1,1,1,4,3,1,0.5,3.67,2
CERC460,Purzycki,Tyva Republic,0,48,2,20,0,1,1,1,1,0.5,2.67,NA,1,1,1.33,1
CERC461,Purzycki,Tyva Republic,0,18,0,12,0,1,1,1,1,1,3.67,4,0.5,1,4,1
CERC467,Purzycki,Tyva Republic,0,24,2,16,0,1,1,1,0.5,0.5,3.67,4,0.5,0.5,3,1
CERC470,Purzycki,Tyva Republic,0,20,0,13,0,1,1,1,1,1,0.33,3,1,1,1.33,NA
CERC471,Purzycki,Tyva Republic,0,29,2,17,0,1,1,1,0,0.5,4,NA,0.5,1,3.67,NA
CERC473,Purzycki,Tyva Republic,0,26,1,16,0,1,1,1,1,1,1.67,1,0.5,0.5,1.33,1
CERC478,Purzycki,Tyva Republic,0,20,0,14,0,1,1,1,0.5,0.5,3.33,NA,1,0.5,3.33,NA
CERC486,Purzycki,Tyva Republic,1,23,0,14,0,1,1,1,1,0.5,2.33,NA,1,1,2.33,1
CERC491,Purzycki,Tyva Republic,1,21,0,13,0,1,1,1,1,0,2.33,3,1,0.5,2.33,3
CERC497,Purzycki,Tyva Republic,0,22,0,15,0,1,1,1,1,1,2.33,4,1,1,2.33,2
CERC498,Purzycki,Tyva Republic,1,24,0,17,0,1,1,1,1,0.5,0,4,1,0.5,1,1
CERC499,Purzycki,Tyva Republic,0,42,2,16,0,1,1,1,1,1,3.67,3,1,1,3.67,1
CERC500,Purzycki,Tyva Republic,0,18,0,11,0,1,1,1,1,1,2.67,3,0.5,1,1.33,1
CERC505,Purzycki,Tyva Republic,1,33,2,11,0,1,1,1,1,1,4,2,1,0.5,4,3
CERC508,Purzycki,Tyva Republic,0,33,1,19,0,1,1,1,1,0.5,0,2,1,0.5,0.33,1
CERC510,Purzycki,Tyva Republic,0,47,1,13,0,1,1,1,1,1,2.67,2,1,1,2.33,1
CERC513,Purzycki,Tyva Republic,0,54,3,12,0,1,1,1,1,1,3,NA,1,1,2.67,NA
CERC265,Xygalatas,Mauritius,1,24,1,6,0,1,1,1,1,1,2.33,4,1,1,2,0
CERC266,Xygalatas,Mauritius,0,60,6,4,0,1,1,1,1,1,1.33,3,1,0.5,1,1
CERC268,Xygalatas,Mauritius,1,25,0,6,0,1,1,1,1,0,3,4,0.5,0.5,3,0
CERC271,Xygalatas,Mauritius,1,18,0,11,0,1,1,1,0.5,0.5,2.33,3,0,0,0,0
CERC272,Xygalatas,Mauritius,1,24,0,6,0,1,1,1,1,0.5,0,NA,0.5,0.5,0,NA
CERC275,Xygalatas,Mauritius,1,42,2,6,0,1,1,1,1,1,2,4,0,0.5,0,0
CERC281,Xygalatas,Mauritius,0,22,0,10,0,1,1,1,0.5,0.5,2.33,0,0.5,0,0.67,0
CERC285,Xygalatas,Mauritius,1,45,2,4,0,1,1,1,0.5,0,2,0,0,0.5,0.67,0
CERC292,Xygalatas,Mauritius,1,22,0,11,0,1,1,1,1,1,2,4,1,1,0.67,0
CERC296,Xygalatas,Mauritius,1,74,3,6,0,1,1,1,1,0,0,4,1,1,0.33,1
CERC314,Xygalatas,Mauritius,0,47,3,11,0,1,1,1,1,1,2,1,1,0.5,1.33,1
CERC327,Xygalatas,Mauritius,1,59,2,10,0,1,1,1,1,1,2,4,1,1,1.33,4
CERC333,Xygalatas,Mauritius,1,52,5,13,0,1,1,1,0,0,0,4,0,0,0,1
CERC349,Xygalatas,Mauritius,1,36,0,6,0,1,1,1,1,0,1.33,4,0.5,0.5,0.67,0
CERC353,Xygalatas,Mauritius,1,32,0,13,0,1,1,1,1,1,2,3,1,0,1,0
CERC356,Xygalatas,Mauritius,1,42,0,9,0,1,1,1,1,1,2,4,0,0,0,0
CERC357,Xygalatas,Mauritius,1,33,2,11,0,1,1,1,1,0.5,1,2,1,0,0,0
UCRC592,Xygalatas,Mauritius,0,70,5,4,0,1,1,1,1,1,0,4,0.5,0.5,0.67,4
CERC10,Atkinson,Coastal Tanna,0,35,2,10,1,0,1,1,1,1,1.33,3,NA,NA,NA,NA
CERC36,Atkinson,Coastal Tanna,1,26,2,16,1,0,1,1,1,0.5,4,3,1,0.5,3.33,3
CERC113,Atkinson,Inland Tanna,0,39,8,0,1,0,1,1,1,0.5,1,4,1,0.5,1,4
CERC114,Atkinson,Inland Tanna,0,34,6,0,1,0,1,1,1,1,1.33,4,1,1,0.33,2
CERC116,Atkinson,Inland Tanna,0,52,8,0,1,0,1,1,1,1,4,4,1,1,3.67,4
CERC117,Atkinson,Inland Tanna,0,63,11,0,1,0,1,1,1,1,3.67,NA,1,1,1,1
CERC124,Atkinson,Inland Tanna,0,30,5,4,1,0,1,1,1,0.5,2.33,4,1,0.5,1.33,4
CERC128,Atkinson,Inland Tanna,0,55,9,0,1,0,1,1,1,0.5,2,2,0,0.5,2,3
CERC133,Atkinson,Inland Tanna,0,50,5,0,1,0,1,1,0,0,NA,NA,NA,1,1,1
CERC149,Atkinson,Inland Tanna,0,21,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC157,Atkinson,Inland Tanna,1,38,5,0,1,0,1,1,1,0,0,4,1,0.5,1.33,4
CERC162,Atkinson,Inland Tanna,1,30,3,0,1,0,1,1,1,1,4,4,1,1,4,4
CERC175,Atkinson,Inland Tanna,1,35,4,12,1,0,1,1,1,0.5,2.67,NA,1,1,2.67,2
CERC177,Atkinson,Inland Tanna,1,71,10,0,1,0,1,1,1,1,4,4,1,1,4,4
CERC178,Atkinson,Inland Tanna,1,20,0,1,1,0,1,1,1,1,4,4,1,1,4,4
CERC359,Cohen,Marajo,1,18,1,10,1,0,1,1,1,0.5,3.33,0,1,1,3,NA
CERC361,Cohen,Marajo,1,34,0,4,1,0,1,1,1,1,3,4,1,1,2.67,4
CERC364,Cohen,Marajo,1,25,1,11,1,0,1,1,1,1,2.33,4,1,1,2,NA
CERC373,Cohen,Marajo,1,19,1,11,1,0,1,1,1,1,2.33,4,0,0,1,NA
CERC378,Cohen,Marajo,0,20,NA,7,1,0,1,1,1,1,3,4,1,1,3,3
CERC381,Cohen,Marajo,0,28,0,NA,1,0,1,1,1,1,2.67,4,1,1,2,1
CERC382,Cohen,Marajo,1,39,0,3,1,0,1,1,1,0.5,NA,4,1,0.5,NA,NA
CERC387,Cohen,Marajo,1,18,0,2,1,0,1,1,1,1,3,NA,1,1,2.33,3
CERC393,Cohen,Marajo,0,55,4,4,1,0,1,1,1,1,NA,4,1,0.5,2.67,4
CERC397,Cohen,Marajo,0,26,3,11,1,0,1,1,1,0,0,3,NA,NA,NA,NA
CERC398,Cohen,Marajo,0,34,5,5,1,0,1,1,1,1,4,4,1,1,3,4
CERC401,Cohen,Marajo,0,24,2,10,1,0,1,1,1,1,3.67,4,NA,NA,NA,NA
CERC403,Cohen,Marajo,0,23,1,11,1,0,1,1,1,1,4,2,1,1,3.33,3
CERC406,Cohen,Marajo,1,21,1,11,1,0,1,1,1,1,1,2,1,1,4,2
CERC408,Cohen,Marajo,1,32,2,12,1,0,1,1,1,0,0,4,NA,0,NA,NA
CERC410,Cohen,Marajo,1,29,1,3,1,0,1,1,1,1,1.67,4,1,1,2,4
CERC411,Cohen,Marajo,1,22,1,11,1,0,1,1,1,0.5,2,4,1,0.5,1,NA
CERC412,Cohen,Marajo,1,48,6,NA,1,0,1,1,1,1,2.33,3,1,1,3,4
CERC415,Cohen,Marajo,1,37,0,NA,1,0,1,1,1,1,3,4,NA,NA,NA,3
CERC417,Cohen,Marajo,1,21,0,8,1,0,1,1,1,0.5,2,NA,0.5,0,1.33,3
CERC419,Cohen,Marajo,0,21,1,7,1,0,1,1,1,1,2.67,2,1,0.5,2.33,3
CERC425,Cohen,Marajo,0,35,1,11,1,0,1,1,1,1,3.33,4,1,0.5,3,2
CERC432,Cohen,Marajo,0,32,1,12,1,0,1,1,1,1,1.67,4,1,1,2.33,1
CERC433,Cohen,Marajo,1,21,1,5,1,0,1,1,1,1,3,3,1,0,NA,1
CERC435,Cohen,Marajo,0,44,1,10,1,0,1,1,1,1,3.67,4,1,0.5,2,4
CERC522,McNamara,Yasawa,1,42,3,8,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC532,McNamara,Yasawa,0,26,0,14,1,0,1,1,1,0.5,2.33,1,0,0,0,0
CERC540,McNamara,Yasawa,0,23,1,10,1,0,1,1,1,1,3,1,0,0,0,0
CERC544,McNamara,Yasawa,0,47,3,NA,1,0,1,1,NA,NA,NA,1,NA,NA,NA,NA
CERC545,McNamara,Yasawa,0,50,3,12,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC550,McNamara,Yasawa,0,52,6,8,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC551,McNamara,Yasawa,1,20,0,6,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC554,McNamara,Yasawa,0,31,2,11,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC558,McNamara,Yasawa,0,27,2,15,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC565,McNamara,Yasawa,0,27,1,12,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC573,McNamara,Yasawa,0,24,0,13,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC584,McNamara,Yasawa,1,75,5,3,1,0,1,1,1,0.5,4,1,0,0.5,0.33,0
CERC587,McNamara,Yasawa,0,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
CERC440,Purzycki,Tyva Republic,0,27,1,16,1,0,1,1,1,1,1.67,NA,1,1,1,NA
CERC443,Purzycki,Tyva Republic,0,45,2,17,1,0,1,1,0.5,1,4,3,0,1,3,1
CERC446,Purzycki,Tyva Republic,1,30,1,18,1,0,1,1,0.5,0.5,0,2,1,1,2.67,1
CERC454,Purzycki,Tyva Republic,0,33,2,20,1,0,1,1,0,0,2.67,NA,1,1,1.33,NA
CERC456,Purzycki,Tyva Republic,0,28,0,16,1,0,1,1,1,0.5,0,NA,1,0.5,0.33,1
CERC465,Purzycki,Tyva Republic,0,35,2,19,1,0,1,1,1,0.5,1,2,1,0.5,4,NA
CERC466,Purzycki,Tyva Republic,0,67,2,14,1,0,1,1,1,0.5,2.33,4,1,1,2.33,NA
CERC468,Purzycki,Tyva Republic,0,30,2,18,1,0,1,1,0.5,0.5,3,3,0.5,0,2.67,NA
CERC488,Purzycki,Tyva Republic,0,21,0,15,1,0,1,1,1,1,3.67,NA,1,1,3,NA
CERC490,Purzycki,Tyva Republic,0,27,1,13,1,0,1,1,1,0.5,3,4,1,0.5,3.33,1
CERC495,Purzycki,Tyva Republic,0,18,0,12,1,0,1,1,1,0.5,2.33,2,1,1,2,1
CERC509,Purzycki,Tyva Republic,1,51,1,18,1,0,1,1,0.5,1,2,NA,1,0.5,3,1
CERC512,Purzycki,Tyva Republic,0,31,2,15,1,0,1,1,1,1,4,2,1,1,4,NA
CERC196,Willard,Lovu,1,32,2,8,1,0,1,1,0.5,0.5,4,2,NA,NA,NA,NA
CERC200,Willard,Lovu,1,19,0,15,1,0,1,1,1,1,2.33,2,NA,NA,NA,NA
CERC210,Willard,Lovu,0,43,2,10,1,0,1,1,1,1,3.33,1,NA,NA,NA,NA
CERC212,Willard,Lovu,0,67,1,8,1,0,1,1,1,1,4,1,NA,NA,NA,NA
CERC218,Willard,Lovu,0,57,5,8,1,0,1,1,1,1,4,1,NA,NA,NA,NA
CERC222,Willard,Lovu,0,46,2,11,1,0,1,1,1,1,4,5,NA,NA,NA,NA
CERC228,Willard,Lovu,1,21,NA,6,1,0,1,1,1,1,1,1,NA,NA,NA,NA
CERC233,Willard,Lovu,0,31,4,10,1,0,1,1,1,1,3.33,1,NA,NA,NA,NA
CERC235,Willard,Lovu,0,30,1,14,1,0,1,1,1,1,3.33,1,NA,NA,NA,NA
CERC243,Willard,Lovu,0,53,3,10,1,0,1,1,1,1,4,1,NA,NA,NA,NA
CERC247,Willard,Lovu,0,55,2,7,1,0,1,1,1,1,4,1,NA,NA,NA,NA
CERC270,Xygalatas,Mauritius,1,18,0,10,1,0,1,1,1,0.5,2,2,1,0.5,1,0
CERC276,Xygalatas,Mauritius,1,24,0,10,1,0,1,1,1,0.5,2,3,1,0.5,1.67,1
CERC279,Xygalatas,Mauritius,1,50,3,12,1,0,1,1,1,0.5,0.67,4,0.5,1,1.33,4
CERC293,Xygalatas,Mauritius,1,18,0,11,1,0,1,1,1,0.5,2.67,4,1,0,0,0
CERC294,Xygalatas,Mauritius,1,38,0,11,1,0,1,1,1,0,2,3,0,0.5,1,0
CERC298,Xygalatas,Mauritius,1,54,1,6,1,0,1,1,1,0.5,3,3,0,0,0,0
CERC311,Xygalatas,Mauritius,1,33,0,9,1,0,1,1,1,1,1.67,4,0,0,1,4
CERC326,Xygalatas,Mauritius,0,25,2,11,1,0,1,1,1,0,0.67,4,1,1,2,2
CERC335,Xygalatas,Mauritius,1,34,1,6,1,0,1,1,1,0.5,3,0,0.5,0.5,3,0
CERC339,Xygalatas,Mauritius,1,23,0,6,1,0,1,1,1,0,1,0,0.5,0.5,0,0
CERC344,Xygalatas,Mauritius,1,17,0,6,1,0,1,1,1,1,2.67,0,1,0.5,0.67,0
CERC350,Xygalatas,Mauritius,1,34,1,6,1,0,1,1,1,1,2.33,4,0,0,0.67,2
CERC19,Atkinson,Coastal Tanna,0,20,0,6,0,1,2,1,1,1,0.33,3,0,0.5,0.67,NA
CERC22,Atkinson,Coastal Tanna,0,51,5,6,0,1,2,1,1,1,4,3,NA,NA,NA,NA
CERC28,Atkinson,Coastal Tanna,1,59,4,6,0,1,2,1,1,1,3,3,0.5,0.5,2,NA
CERC29,Atkinson,Coastal Tanna,1,43,2,7,0,1,2,1,1,1,3,3,0,0.5,3,1
CERC32,Atkinson,Coastal Tanna,1,30,2,10,0,1,2,1,1,1,4,4,0.5,0.5,2.67,NA
CERC33,Atkinson,Coastal Tanna,1,21,0,10,0,1,2,1,1,1,2.33,4,0.5,0.5,2,2
CERC35,Atkinson,Coastal Tanna,1,34,0,6,0,1,2,1,1,0.5,3.67,4,NA,NA,NA,NA
CERC37,Atkinson,Coastal Tanna,1,38,3,12,0,1,2,1,1,1,3.33,3,1,0.5,2.67,NA
CERC38,Atkinson,Coastal Tanna,1,43,5,9,0,1,2,1,1,1,3,4,1,0.5,3,4
CERC4,Atkinson,Coastal Tanna,0,28,1,7,0,1,2,1,1,0.5,2.33,3,NA,NA,NA,NA
CERC40,Atkinson,Coastal Tanna,1,38,4,6,0,1,2,1,1,1,0,4,1,0.5,2.33,1
CERC41,Atkinson,Coastal Tanna,1,52,5,6,0,1,2,1,1,1,3.33,4,NA,NA,NA,NA
CERC152,Atkinson,Inland Tanna,1,68,11,0,0,1,2,1,1,0.5,0,4,0.5,0.5,0,4
CERC156,Atkinson,Inland Tanna,1,42,6,0,0,1,2,1,1,1,4,4,1,1,4,2
CERC164,Atkinson,Inland Tanna,1,69,5,0,0,1,2,1,1,1,4,4,1,1,3,4
CERC186,Atkinson,Inland Tanna,1,52,4,0,0,1,2,1,1,1,4,4,1,0.5,2,1
